user_id,touch_index,channel,funnel_position,date,cost,cookies_accepted,has_adblocker,cross_device,ga4_visible,enhanced_visible,is_converting_touch,tracking_cookie,tracking_utm,tracking_fingerprint,tracking_referrer,tracking_server_side,revenue
user_00016,1,google_search_nonbrand,mid_funnel,2026-03-02,2.97,True,True,False,True,True,False,True,True,True,False,False,0.0
user_00016,2,tiktok_paid,top_funnel,2026-03-06,0.7,True,True,False,True,True,False,True,True,False,False,True,0.0
user_00016,3,google_search_brand,bottom_funnel,2026-03-06,1.76,True,True,False,True,True,False,True,True,True,False,True,0.0
user_00017,0,google_search_nonbrand,mid_funnel,2026-03-03,3.99,True,False,False,True,True,False,True,False,False,False,True,0.0
user_00017,1,google_search_brand,bottom_funnel,2026-03-07,1.7,True,False,False,True,True,False,True,True,True,True,True,0.0
user_00018,0,tiktok_paid,top_funnel,2026-03-06,0.72,True,False,False,False,True,False,False,True,True,False,True,0.0
user_00018,1,google_search_brand,bottom_funnel,2026-03-10,1.29,True,False,False,True,True,False,True,True,False,True,True,0.0
user_00019,0,tiktok_paid,top_funnel,2026-03-01,0.67,False,True,False,False,True,False,False,True,True,False,True,0.0
user_00019,1,organic_search,mid_funnel,2026-03-01,0.0,False,True,False,False,True,False,False,True,False,False,True,0.0
user_00019,2,google_search_brand,bottom_funnel,2026-03-05,1.36,False,True,True,False,True,False,False,True,True,False,True,0.0
user_00019,3,google_search_brand,bottom_funnel,2026-03-08,1.73,False,True,True,False,True,False,False,True,True,False,True,0.0
user_00020,0,google_search_brand,bottom_funnel,2026-03-05,1.55,False,False,False,False,True,False,False,True,True,False,True,0.0
user_00020,1,google_search_brand,bottom_funnel,2026-03-07,1.48,False,False,False,True,True,False,False,False,True,True,True,0.0
user_00020,2,meta_facebook_feed,top_funnel,2026-03-07,1.16,False,False,False,False,True,False,False,True,True,False,True,0.0
user_00021,0,meta_instagram_stories,top_funnel,2026-03-01,0.95,True,False,False,True,True,False,True,True,True,True,True,0.0
user_00021,1,meta_facebook_feed,top_funnel,2026-03-04,1.21,True,False,False,True,True,False,True,True,True,False,True,0.0
user_00021,2,google_search_brand,bottom_funnel,2026-03-07,1.39,True,False,False,True,True,False,True,False,True,True,True,0.0
user_00021,3,google_display_retargeting,mid_funnel,2026-03-10,0.75,True,False,False,True,True,False,True,True,False,True,True,0.0
user_00022,0,organic_search,mid_funnel,2026-03-06,0.0,False,False,False,True,True,False,False,True,True,True,True,0.0
user_00022,1,google_search_brand,bottom_funnel,2026-03-06,1.21,False,False,True,True,True,False,False,True,False,True,True,0.0
user_00023,0,direct,bottom_funnel,2026-03-06,0.0,False,False,False,False,True,False,False,False,False,False,True,0.0
user_00023,1,google_search_brand,bottom_funnel,2026-03-07,1.23,False,False,True,True,True,False,False,True,True,True,True,0.0
user_00024,0,tiktok_paid,top_funnel,2026-03-04,0.66,False,False,False,False,True,False,False,True,True,False,True,0.0
user_00024,1,google_search_nonbrand,mid_funnel,2026-03-07,3.99,False,False,False,True,True,False,False,True,False,True,True,0.0
user_00024,2,google_display_retargeting,mid_funnel,2026-03-07,0.81,False,False,False,False,False,False,False,False,False,False,False,0.0
user_00025,0,meta_facebook_feed,top_funnel,2026-03-01,0.96,True,True,True,True,True,False,True,False,True,False,True,0.0
user_00026,0,meta_instagram_stories,top_funnel,2026-03-05,1.03,False,False,False,False,True,False,False,False,False,False,True,0.0
user_00026,1,google_display_retargeting,mid_funnel,2026-03-05,0.73,False,False,False,False,False,False,False,False,False,False,False,0.0
user_00026,2,google_search_brand,bottom_funnel,2026-03-05,1.49,False,False,False,True,True,False,False,True,True,True,True,0.0
user_00026,3,google_search_nonbrand,mid_funnel,2026-03-10,3.92,False,False,False,True,True,False,False,True,False,True,True,0.0
user_00027,0,tiktok_paid,top_funnel,2026-03-01,0.67,True,True,False,True,True,False,True,True,False,False,True,
user_00027,1,meta_facebook_feed,top_funnel,2026-03-03,0.97,True,True,False,True,True,False,True,True,True,False,True,
user_00027,2,meta_instagram_stories,top_funnel,2026-03-03,1.03,True,True,False,True,True,False,True,True,True,False,True,
user_00027,3,google_search_nonbrand,mid_funnel,2026-03-08,3.28,True,True,False,True,True,False,True,True,False,False,True,
user_00027,4,google_display_retargeting,mid_funnel,2026-03-09,0.82,True,True,False,True,True,False,True,False,True,False,True,
user_00027,5,google_search_brand,bottom_funnel,2026-03-10,1.42,True,True,False,True,True,False,True,True,False,False,True,
user_00027,6,tiktok_paid,top_funnel,2026-03-15,0.58,True,True,False,True,True,True,True,True,True,False,True,74.56
user_00028,0,organic_search,mid_funnel,2026-03-04,0.0,True,False,False,True,True,False,True,True,True,False,True,0.0
user_00028,1,meta_facebook_feed,top_funnel,2026-03-05,1.34,True,False,False,True,True,False,True,True,True,True,True,0.0
user_00028,2,google_search_nonbrand,mid_funnel,2026-03-08,3.06,True,False,True,False,True,False,False,True,False,False,True,0.0
user_00028,3,google_display_retargeting,mid_funnel,2026-03-10,0.65,True,False,True,True,True,False,True,True,False,True,True,0.0
user_00029,0,google_search_nonbrand,mid_funnel,2026-03-07,3.78,False,False,False,True,True,False,False,True,True,True,True,0.0
user_00029,1,meta_facebook_feed,top_funnel,2026-03-09,1.37,False,False,False,True,True,False,False,True,True,True,True,0.0
user_00029,2,google_display_retargeting,mid_funnel,2026-03-09,0.72,False,False,True,False,False,False,False,False,False,False,False,0.0
user_00029,3,meta_instagram_stories,top_funnel,2026-03-09,1.05,False,False,True,True,True,False,False,True,True,True,True,0.0
user_00030,0,direct,bottom_funnel,2026-03-03,0.0,True,False,True,True,True,False,True,False,True,False,True,0.0
user_00031,0,google_search_brand,bottom_funnel,2026-03-06,1.47,True,False,False,True,True,False,True,True,False,True,True,0.0
user_00031,1,direct,bottom_funnel,2026-03-11,0.0,True,False,True,True,True,False,True,False,True,False,True,0.0
user_00032,0,tiktok_paid,top_funnel,2026-03-03,0.69,True,False,False,True,True,False,True,True,False,False,True,
user_00032,1,tiktok_paid,top_funnel,2026-03-03,0.48,True,False,False,True,True,False,True,True,True,True,False,
user_00032,2,tiktok_paid,top_funnel,2026-03-06,0.61,True,False,False,False,True,False,False,True,True,False,True,
user_00032,3,meta_facebook_feed,top_funnel,2026-03-06,0.97,True,False,True,True,True,False,True,True,True,False,True,
user_00032,4,google_search_brand,bottom_funnel,2026-03-09,1.44,True,False,True,True,True,False,True,True,True,False,True,
user_00032,5,google_search_brand,bottom_funnel,2026-03-13,1.21,True,False,True,True,True,True,True,True,False,True,True,60.55
user_00033,0,google_display_retargeting,mid_funnel,2026-03-03,0.93,True,False,False,True,True,False,True,False,True,True,True,
user_00033,1,meta_instagram_stories,top_funnel,2026-03-04,0.98,True,False,False,True,True,False,True,True,True,True,True,
user_00033,2,google_search_brand,bottom_funnel,2026-03-05,1.26,True,False,False,True,True,False,True,True,False,False,True,
user_00033,3,google_search_brand,bottom_funnel,2026-03-05,1.44,True,False,False,True,True,False,True,False,True,False,True,
user_00033,4,meta_instagram_stories,top_funnel,2026-03-06,0.89,True,False,False,True,True,True,True,True,True,False,False,75.78
user_00034,0,direct,bottom_funnel,2026-03-01,0.0,True,False,False,True,True,False,True,False,False,False,True,0.0
user_00035,0,google_search_nonbrand,mid_funnel,2026-03-01,3.21,False,False,True,True,True,False,False,True,True,True,True,0.0
user_00036,0,tiktok_paid,top_funnel,2026-03-03,0.63,True,True,False,True,True,False,True,True,True,False,True,0.0
user_00036,1,google_search_nonbrand,mid_funnel,2026-03-08,3.83,True,True,False,True,True,False,True,True,True,False,True,0.0
user_00036,2,google_search_nonbrand,mid_funnel,2026-03-12,2.97,True,True,False,True,True,False,True,True,False,False,False,0.0
user_00036,3,direct,bottom_funnel,2026-03-13,0.0,True,True,False,True,True,False,True,False,False,False,True,0.0
user_00037,0,meta_facebook_feed,top_funnel,2026-03-04,1.21,True,True,False,True,True,False,True,True,False,False,True,0.0
user_00038,0,tiktok_paid,top_funnel,2026-03-01,0.53,True,False,False,True,True,False,False,True,False,True,True,0.0
user_00038,1,tiktok_paid,top_funnel,2026-03-01,0.58,True,False,False,True,True,False,True,False,True,False,True,0.0
user_00039,0,meta_instagram_stories,top_funnel,2026-03-06,1.01,True,False,False,True,True,False,True,False,True,True,True,0.0
user_00039,1,google_search_brand,bottom_funnel,2026-03-09,1.2,True,False,False,True,True,False,True,True,False,True,True,0.0
user_00039,2,direct,bottom_funnel,2026-03-12,0.0,True,False,False,True,True,False,True,False,True,False,True,0.0
user_00039,3,direct,bottom_funnel,2026-03-14,0.0,True,False,False,True,True,False,True,False,True,False,True,0.0
user_00040,0,tiktok_paid,top_funnel,2026-03-06,0.64,True,False,False,True,True,False,True,True,False,False,True,0.0
user_00040,1,direct,bottom_funnel,2026-03-07,0.0,True,False,False,True,True,False,True,False,True,False,True,0.0
user_00040,2,direct,bottom_funnel,2026-03-08,0.0,True,False,False,True,True,False,True,False,True,False,True,0.0
user_00040,3,google_search_brand,bottom_funnel,2026-03-12,1.67,True,False,False,True,True,False,True,True,True,True,True,0.0
user_00041,0,tiktok_paid,top_funnel,2026-03-02,0.65,True,False,False,True,True,False,True,True,False,True,True,0.0
user_00041,1,google_search_nonbrand,mid_funnel,2026-03-06,3.76,True,False,False,True,True,False,True,True,True,False,True,0.0
user_00041,2,tiktok_paid,top_funnel,2026-03-11,0.68,True,False,True,True,True,False,True,True,True,True,False,0.0
user_00041,3,google_display_retargeting,mid_funnel,2026-03-12,0.94,True,False,True,True,True,False,True,True,True,True,True,0.0
user_00042,0,google_search_nonbrand,mid_funnel,2026-03-06,3.62,True,True,False,True,True,False,True,True,True,False,True,0.0
user_00043,0,google_search_nonbrand,mid_funnel,2026-03-03,3.35,False,True,False,False,True,False,False,True,True,False,True,0.0
user_00043,1,direct,bottom_funnel,2026-03-03,0.0,False,True,True,False,True,False,False,False,True,False,False,0.0
user_00044,0,tiktok_paid,top_funnel,2026-03-02,0.64,False,True,False,False,True,False,False,True,True,False,True,0.0
user_00045,0,google_search_brand,bottom_funnel,2026-03-01,1.6,True,True,False,False,True,False,False,True,True,False,True,0.0
user_00046,0,google_search_brand,bottom_funnel,2026-03-03,1.26,True,True,False,True,True,False,True,True,False,False,True,0.0
user_00046,1,meta_facebook_feed,top_funnel,2026-03-04,1.33,True,True,False,True,True,False,True,True,True,False,True,0.0
user_00047,0,organic_search,mid_funnel,2026-03-01,0.0,True,True,True,True,True,False,True,True,True,False,True,0.0
user_00048,0,meta_facebook_feed,top_funnel,2026-03-03,1.04,True,False,False,True,True,False,True,True,True,True,True,0.0
user_00048,1,google_search_nonbrand,mid_funnel,2026-03-03,4.03,True,False,False,True,True,False,False,True,True,True,True,0.0
user_00049,0,meta_instagram_stories,top_funnel,2026-03-05,0.73,True,True,False,True,True,False,True,True,True,False,True,0.0
user_00049,1,google_search_brand,bottom_funnel,2026-03-08,1.54,True,True,True,True,True,False,True,True,True,False,True,0.0
user_00050,0,google_search_brand,bottom_funnel,2026-03-04,1.3,True,False,False,True,True,False,True,True,True,False,True,0.0
user_00050,1,google_search_nonbrand,mid_funnel,2026-03-09,3.07,True,False,False,True,True,False,True,False,True,True,True,0.0
user_00051,0,meta_facebook_feed,top_funnel,2026-03-03,1.13,True,False,False,True,True,False,True,True,True,True,True,
user_00051,1,google_search_brand,bottom_funnel,2026-03-05,1.27,True,False,True,True,True,True,True,True,False,True,True,18.76
user_00052,0,direct,bottom_funnel,2026-03-04,0.0,False,True,False,False,True,False,False,False,True,False,True,0.0
user_00052,1,direct,bottom_funnel,2026-03-09,0.0,False,True,False,False,True,False,False,False,False,False,True,0.0
user_00052,2,tiktok_paid,top_funnel,2026-03-10,0.57,False,True,False,False,True,False,False,True,True,False,True,0.0
user_00053,0,meta_instagram_stories,top_funnel,2026-03-06,0.84,True,False,False,True,True,False,True,True,True,False,True,0.0
user_00053,1,google_search_nonbrand,mid_funnel,2026-03-08,3.1,True,False,False,True,True,False,True,True,True,False,True,0.0
user_00054,0,google_display_retargeting,mid_funnel,2026-03-02,0.64,True,False,False,True,True,False,True,False,True,False,True,0.0
user_00054,1,tiktok_paid,top_funnel,2026-03-05,0.6,True,False,False,True,True,False,True,True,True,False,True,0.0
user_00054,2,tiktok_paid,top_funnel,2026-03-06,0.54,True,False,False,True,True,False,True,True,False,True,True,0.0
user_00055,0,direct,bottom_funnel,2026-03-07,0.0,False,True,False,False,True,False,False,False,True,False,True,0.0
user_00056,0,meta_facebook_feed,top_funnel,2026-03-07,1.11,True,False,False,True,True,False,True,True,False,False,True,0.0
user_00056,1,organic_search,mid_funnel,2026-03-09,0.0,True,False,False,True,True,False,True,True,True,False,True,0.0
user_00056,2,google_search_brand,bottom_funnel,2026-03-09,1.31,True,False,False,True,True,False,True,True,True,True,True,0.0
user_00056,3,google_search_nonbrand,mid_funnel,2026-03-11,2.91,True,False,False,True,True,False,True,False,True,False,False,0.0
user_00057,0,google_search_nonbrand,mid_funnel,2026-03-03,4.06,True,False,False,False,True,False,False,False,True,False,True,0.0
user_00057,1,tiktok_paid,top_funnel,2026-03-03,0.52,True,False,False,True,True,False,True,True,True,True,True,0.0
user_00057,2,direct,bottom_funnel,2026-03-07,0.0,True,False,False,True,True,False,True,False,True,False,False,0.0
user_00058,0,google_display_retargeting,mid_funnel,2026-03-07,0.89,False,False,False,False,True,False,False,False,False,False,True,0.0
user_00058,1,google_display_retargeting,mid_funnel,2026-03-08,0.76,False,False,True,False,False,False,False,False,False,False,False,0.0
user_00058,2,google_search_nonbrand,mid_funnel,2026-03-11,4.1,False,False,True,False,True,False,False,True,True,False,True,0.0
user_00059,0,google_search_nonbrand,mid_funnel,2026-03-06,2.89,False,False,False,True,True,False,False,False,True,True,True,0.0
user_00059,1,meta_facebook_feed,top_funnel,2026-03-07,1.34,False,False,False,False,True,False,False,False,True,False,True,0.0
user_00059,2,direct,bottom_funnel,2026-03-12,0.0,False,False,False,False,True,False,False,False,True,False,True,0.0
user_00060,0,google_display_retargeting,mid_funnel,2026-03-03,0.94,True,True,False,True,True,False,True,True,True,False,True,0.0
user_00060,1,tiktok_paid,top_funnel,2026-03-07,0.6,True,True,True,True,True,False,True,True,True,False,False,0.0
user_00060,2,google_search_nonbrand,mid_funnel,2026-03-08,2.87,True,True,True,True,True,False,True,True,True,False,True,0.0
user_00061,0,google_search_nonbrand,mid_funnel,2026-03-06,3.29,True,True,False,True,True,False,True,True,True,False,True,0.0
user_00061,1,google_display_retargeting,mid_funnel,2026-03-10,0.8,True,True,False,True,True,False,True,False,True,False,True,0.0
user_00061,2,google_search_nonbrand,mid_funnel,2026-03-10,3.85,True,True,True,True,True,False,True,True,True,False,True,0.0
user_00061,3,direct,bottom_funnel,2026-03-14,0.0,True,True,True,True,True,False,True,False,False,False,True,0.0
user_00062,0,meta_instagram_stories,top_funnel,2026-03-06,0.97,True,True,False,True,True,False,True,True,True,False,True,0.0
user_00062,1,tiktok_paid,top_funnel,2026-03-08,0.68,True,True,True,True,True,False,True,True,False,False,True,0.0
user_00062,2,google_search_nonbrand,mid_funnel,2026-03-09,3.24,True,True,True,True,True,False,True,True,True,False,True,0.0
user_00063,0,meta_facebook_feed,top_funnel,2026-03-03,1.44,False,False,False,False,True,False,False,False,True,False,True,0.0
user_00063,1,organic_search,mid_funnel,2026-03-05,0.0,False,False,False,True,True,False,False,True,True,True,True,0.0
user_00063,2,google_display_retargeting,mid_funnel,2026-03-08,0.71,False,False,False,False,False,False,False,False,False,False,False,0.0
user_00063,3,organic_search,mid_funnel,2026-03-09,0.0,False,False,False,True,True,False,False,True,False,True,True,0.0
user_00064,0,tiktok_paid,top_funnel,2026-03-03,0.64,True,True,False,True,True,False,True,True,False,False,True,0.0
user_00064,1,meta_facebook_feed,top_funnel,2026-03-07,1.35,True,True,False,True,True,False,True,True,False,False,True,0.0
user_00064,2,meta_facebook_feed,top_funnel,2026-03-08,1.08,True,True,False,True,True,False,True,False,True,False,True,0.0
user_00065,0,google_search_nonbrand,mid_funnel,2026-03-05,2.92,True,False,False,True,True,False,False,True,True,True,True,0.0
user_00065,1,meta_instagram_stories,top_funnel,2026-03-05,0.89,True,False,False,True,True,False,True,True,True,True,True,0.0
user_00065,2,google_search_brand,bottom_funnel,2026-03-09,1.35,True,False,True,True,True,False,True,False,True,True,False,0.0
user_00065,3,google_search_brand,bottom_funnel,2026-03-14,1.48,True,False,True,True,True,False,True,True,True,True,True,0.0
user_00066,0,meta_instagram_stories,top_funnel,2026-03-05,0.86,True,True,False,True,True,False,True,False,True,False,True,0.0
user_00066,1,tiktok_paid,top_funnel,2026-03-06,0.68,True,True,True,True,True,False,True,True,False,False,True,0.0
user_00067,0,google_search_brand,bottom_funnel,2026-03-01,1.73,False,False,False,False,True,False,False,True,False,False,True,0.0
user_00067,1,google_search_nonbrand,mid_funnel,2026-03-04,3.13,False,False,False,True,True,False,False,True,False,True,True,0.0
user_00067,2,google_display_retargeting,mid_funnel,2026-03-05,0.88,False,False,False,False,False,False,False,False,False,False,False,0.0
user_00067,3,google_search_brand,bottom_funnel,2026-03-08,1.75,False,False,False,False,True,False,False,True,False,False,True,0.0
user_00068,0,meta_instagram_stories,top_funnel,2026-03-02,1.04,True,False,False,True,True,False,True,True,False,True,False,0.0
user_00068,1,meta_facebook_feed,top_funnel,2026-03-02,0.97,True,False,False,True,True,False,True,True,True,False,True,0.0
user_00068,2,google_search_brand,bottom_funnel,2026-03-04,1.22,True,False,False,True,True,False,True,True,True,True,True,0.0
user_00068,3,google_search_nonbrand,mid_funnel,2026-03-05,3.84,True,False,False,True,True,False,True,True,False,True,True,0.0
user_00069,0,tiktok_paid,top_funnel,2026-03-06,0.59,False,False,False,False,True,False,False,True,True,False,True,0.0
user_00069,1,meta_instagram_stories,top_funnel,2026-03-07,0.93,False,False,False,False,True,False,False,True,False,False,True,0.0
user_00069,2,direct,bottom_funnel,2026-03-07,0.0,False,False,True,False,True,False,False,False,True,False,True,0.0
user_00069,3,tiktok_paid,top_funnel,2026-03-07,0.62,False,False,True,True,True,False,False,False,True,True,True,0.0
user_00070,0,meta_instagram_stories,top_funnel,2026-03-07,0.78,True,True,False,True,True,False,True,True,True,False,True,0.0
user_00070,1,meta_facebook_feed,top_funnel,2026-03-11,1.33,True,True,False,True,True,False,True,True,True,False,True,0.0
user_00070,2,meta_facebook_feed,top_funnel,2026-03-12,1.23,True,True,False,True,True,False,True,False,True,False,True,0.0
user_00070,3,google_search_brand,bottom_funnel,2026-03-13,1.61,True,True,False,True,True,False,True,True,True,False,True,0.0
user_00071,0,google_search_brand,bottom_funnel,2026-03-03,1.5,True,False,False,True,True,False,True,True,True,False,True,
user_00071,1,google_search_brand,bottom_funnel,2026-03-05,1.24,True,False,True,True,True,True,True,True,True,False,True,15.0
user_00072,0,tiktok_paid,top_funnel,2026-03-04,0.66,True,False,False,True,True,False,True,True,True,True,True,0.0
user_00072,1,tiktok_paid,top_funnel,2026-03-06,0.56,True,False,False,True,True,False,True,True,False,True,True,0.0
user_00072,2,google_search_nonbrand,mid_funnel,2026-03-08,3.99,True,False,False,True,True,False,True,True,False,True,True,0.0
user_00073,0,google_search_nonbrand,mid_funnel,2026-03-02,4.11,True,False,False,False,True,False,False,False,True,False,True,0.0
user_00073,1,google_display_retargeting,mid_funnel,2026-03-03,0.93,True,False,True,True,True,False,True,True,True,False,False,0.0
user_00073,2,organic_search,mid_funnel,2026-03-04,0.0,True,False,True,True,True,False,True,True,True,True,True,0.0
user_00074,0,organic_search,mid_funnel,2026-03-04,0.0,True,False,False,True,True,False,True,True,False,True,True,0.0
user_00074,1,meta_facebook_feed,top_funnel,2026-03-05,0.97,True,False,True,True,True,False,True,True,True,True,True,0.0
user_00075,0,google_search_brand,bottom_funnel,2026-03-03,1.29,False,False,False,False,True,False,False,True,True,False,True,0.0
user_00075,1,meta_facebook_feed,top_funnel,2026-03-03,1.1,False,False,False,False,True,False,False,True,True,False,True,0.0
user_00075,2,google_search_nonbrand,mid_funnel,2026-03-08,3.41,False,False,False,False,True,False,False,True,True,False,True,0.0
user_00075,3,google_search_brand,bottom_funnel,2026-03-10,1.49,False,False,False,False,True,False,False,True,False,False,True,0.0
user_00076,0,tiktok_paid,top_funnel,2026-03-02,0.7,False,False,False,False,True,False,False,False,True,False,True,0.0
user_00076,1,direct,bottom_funnel,2026-03-04,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
user_00076,2,organic_search,mid_funnel,2026-03-08,0.0,False,False,False,True,True,False,False,True,True,True,True,0.0
user_00077,0,meta_facebook_feed,top_funnel,2026-03-04,1.18,False,False,False,True,True,False,False,True,True,True,True,0.0
user_00077,1,google_search_brand,bottom_funnel,2026-03-07,1.57,False,False,False,False,True,False,False,True,True,False,True,0.0
user_00077,2,direct,bottom_funnel,2026-03-12,0.0,False,False,False,False,True,False,False,False,False,False,True,0.0
user_00078,0,organic_search,mid_funnel,2026-03-04,0.0,False,False,False,False,True,False,False,True,True,False,True,0.0
user_00078,1,direct,bottom_funnel,2026-03-06,0.0,False,False,True,False,True,False,False,False,True,False,True,0.0
user_00079,0,google_search_brand,bottom_funnel,2026-03-03,1.47,True,False,True,True,True,False,True,True,True,True,True,0.0
user_00080,0,tiktok_paid,top_funnel,2026-03-05,0.71,True,True,False,True,True,False,True,True,True,False,True,0.0
user_00081,0,direct,bottom_funnel,2026-03-04,0.0,True,True,False,False,True,False,False,False,True,False,True,0.0
user_00082,0,meta_instagram_stories,top_funnel,2026-03-03,0.82,True,False,False,True,True,False,False,True,True,True,False,0.0
user_00082,1,tiktok_paid,top_funnel,2026-03-07,0.6,True,False,False,True,True,False,True,False,True,False,True,0.0
user_00082,2,organic_search,mid_funnel,2026-03-10,0.0,True,False,False,True,True,False,True,True,False,True,True,0.0
user_00083,0,meta_facebook_feed,top_funnel,2026-03-06,1.18,False,False,True,True,True,False,False,True,True,True,True,0.0
user_00084,0,google_search_nonbrand,mid_funnel,2026-03-07,2.98,True,True,True,True,True,False,True,True,True,False,True,0.0
user_00085,0,meta_facebook_feed,top_funnel,2026-03-05,0.97,True,False,False,True,True,False,True,True,True,True,True,0.0
user_00085,1,organic_search,mid_funnel,2026-03-10,0.0,True,False,False,True,True,False,True,True,True,True,True,0.0
user_00085,2,meta_facebook_feed,top_funnel,2026-03-12,0.97,True,False,False,True,True,False,True,True,True,True,True,0.0
user_00085,3,meta_facebook_feed,top_funnel,2026-03-13,1.11,True,False,False,True,True,False,True,False,False,True,True,0.0
user_00086,0,google_search_brand,bottom_funnel,2026-03-01,1.26,True,True,False,True,True,False,True,False,True,False,True,0.0
user_00086,1,google_display_retargeting,mid_funnel,2026-03-05,0.67,True,True,False,True,True,False,True,True,False,False,True,0.0
user_00086,2,google_search_nonbrand,mid_funnel,2026-03-09,4.03,True,True,False,True,True,False,True,True,True,False,True,0.0
user_00086,3,meta_instagram_stories,top_funnel,2026-03-10,0.81,True,True,False,True,True,False,True,True,True,False,True,0.0
user_00087,0,meta_facebook_feed,top_funnel,2026-03-04,1.21,False,False,False,False,True,False,False,True,False,False,True,0.0
user_00087,1,meta_facebook_feed,top_funnel,2026-03-08,1.23,False,False,False,False,True,False,False,True,True,False,True,0.0
user_00087,2,tiktok_paid,top_funnel,2026-03-10,0.64,False,False,False,True,True,False,False,True,True,True,True,0.0
